id,created_at,updated_at,canceled_at,in_open_list,completion_date_time,reparation_start_date_time,reparation_end_date_time,vehicle_id,contact_id,license_plate,vehicle_identification_number,manufacturer,model,model_type,first_registration,mileage,company,salutation_id,first_name,last_name,street,zip_code,city,email,phone,customer_number,state_id,state_name,state_category,state_ids,order_count,order_numbers,insurer_id,is_huk_relevant,workshop_task_count,work_load_total,gt_case_type,gt_case_kind,gt_zones,gt_severity,gt_insurance_type,gt_lifecycle_stage,freitext
832574,2026-08-08 16:11:28,2026-09-05 15:18:57,,false,2026-09-04 14:18:57,2026-08-31 16:08:42,2026-09-02 00:08:42,108338,149153,QQD-LC 89,ZZDA8Y464TX902790,VW,Polo,AW,2015-10-10,210072,Steinfurt Montage GmbH,,Yvonne,Scholz,Kiefernweg 94,47051,Duisburg,yvonne.scholz78@example.org,0178/8478350,967273,14,🚛✅ Ausgeliefert,Vorgangsstatus,14|796,0,,,false,3,103,service,Bremsen,,,,abgeschlossen,"Bremsen: Bremsbeläge vorne unter Mindeststärke.
Innenraumfilter riecht, mit tauschen.
Kunde wartet, bitte zügig.
~~~~~~~~~~~~~
10.08.26 18:11 Dispo: Rückruf nicht erreicht, Mailbox"
873174,2026-02-28 12:29:41,2026-03-03 18:28:32,,true,2026-03-03 08:26:42,2026-03-03 17:28:32,2026-03-03 18:28:32,100303,141586,QQB-U 81,ZZJ46ZHCXSU559165,BMW,1er,F40,2022-10-15,93832,,1,Diana,Haas,Akazienweg 25,97070,Wuerzburg,,0163 1875312,934487,38,👍 🔜Fertig zur Abholung mit Folgetermin,Vorgangsstatus,38|484|99,1,237024,,false,2,11,service,Ölwechsel,,,,fertig,"Kunde berichtet: Ölwechsel, Longlife zurücksetzen.
Scheibenwischer schmieren, bitte erneuern.
Ersatzwagen geklärt, Klasse klein.
Teile bestellt, Liefertermin offen."
863379,2026-08-04 07:34:13,2026-08-29 22:42:24,,true,2026-08-29 09:42:24,2026-08-23 13:19:19,2026-08-28 15:19:19,102392,156676,XQR-Y 2381,ZZF0A5MG9Y2065912,BMW,X1,U11,2018-09-04,92168,,,Karin,Riedel,Tannenweg 38,01067,Dresden,karin.riedel93@example.org,0177 1719730,282449,39,📞🔜✔️Abholbereit Folgetermin vereinbaren,Vorgangsstatus,39|395|50,1,886012,,false,0,0,service,Ölwechsel,,,,fertig,"Kunde bringt Fzg., Ölwechsel, Longlife zurücksetzen.
Scheibenwischer schmieren, bitte erneuern.
Kunde holt am Abend ab. Leihwagen nein, Kunde wartet.
Termin nach Teileeingang.
~~~~~~~~~~~~~
05.08.26 11:34 Servicebüro: Fzg. gewaschen, abholbereit"
849621,2026-01-15 12:52:38,2026-02-15 03:55:14,,false,2026-02-14 09:55:14,2026-02-09 10:22:33,2026-02-13 16:22:33,123182,134444,XQE-P 557,ZZFYL9H53WC904800,Audi,Q5,FY,2014-01-25,165457,,3,Lars,Martens,Drosselgasse 32,22299,Hamburg,lmartens@example.org,0151 3960865,556179,721,🌝 Fzg angekauft,Vorgangsstatus,721|1308|1170,1,089539,,false,2,98,service,HU/AU,,,,abgeschlossen,"Kunde berichtet: HU/AU fällig, bitte mit Vorabcheck.
Zusätzlich Klappern vorne rechts bei Bodenwellen.
Rückruf erwünscht bevor zusätzliche Arbeiten. Ersatzwagen geklärt, Klasse klein.
Fotos liegen im Vorgang.
~~~~~~~~~~~~~
23.01.26 14:52 Annahme: KD informiert, Termin steht"
893790,2026-08-06 12:03:15,2026-08-21 04:13:07,,false,2026-08-20 07:53:01,2026-08-18 16:13:07,2026-08-20 21:13:07,104819,138321,XQM-V 7697,ZZCS61DY1WB264331,Audi,Q3,F3,2025-07-12,23517,,1,Elke,Lehmann,Weissdornweg 137,28203,Bremen,elehmann@example.com,0162 7102575,421442,41,🛑 Wartet auf Abholung durch Verwerter/Leasing/sonstige,Vorgangsstatus,41|918|497,1,645619,,false,2,135,service,HU/AU,,,,abgeschlossen,"Kunde bringt Fzg., TÜV/HU mit Abgasuntersuchung.
Fzg. bleibt über Nacht da."
824575,2026-07-04 09:37:28,2026-07-04 09:37:28,,true,,,,129530,141558,ZQD-DR 820,ZZCZ2ERW9R6685378,Opel,Vivaro,K0,2013-07-03,186740,,,Ulrike,Lorenz,Eichenweg 6,90402,Nuernberg,ulorenz@example.org,+49 172 8592520,560044,88,🙂Vorgang angelegt,Vorgangsstatus,88|785|1566|1170,1,506953,,false,1,44,service,Inspektion,,,,neu,"Lt. Kunde: Inspektion nach Herstellervorgabe.
Kunde meldet Vibration ab 120 km/h.
Bitte Rechnung an die Firma.
Fotos liegen im Vorgang."
833500,2026-03-31 07:49:41,2026-04-27 17:15:37,,true,2026-04-27 11:15:37,2026-04-24 07:27:44,2026-04-26 14:27:44,120874,140122,QQN-SU 269,ZZBAN1RS6XR635354,Seat,Arona,KJ7,2015-03-19,233570,,2,Sven,Heinrich,Kiefernweg 13,65183,Wiesbaden,,+49 (0)157 5922705,308383,12,👍 Fertig zur Abholung,Vorgangsstatus,12|947|612,2,790849|084738,101,true,3,184,damage,Rangierschaden,Stoßstange vorne rechts,schwer,vollkasko,fertig,"Fzg. vorgefahren, Rangierschaden beim Ausparken. Stark eingedrückt an Stoßstange vorne rechts, ca. 3 cm Durchmesser.
Kunde fragt nach Reparaturdauer. Fzg. bleibt über Nacht da.
VK mit SB 500 EUR, Freigabe abwarten.
~~~~~~~~~~~~~
05.04.26 07:49 TS: Freigabe Versicherung eingetroffen"
881399,2026-04-10 15:48:19,2026-04-25 22:52:48,,true,,2026-04-24 12:52:48,,123005,134761,QQS-WE 74,ZZD6XLGL6VL711976,Skoda,Fabia,PJ,2019-10-14,52799,Kieswerk Vertrieb GmbH & Co. KG,3,,,Quittenweg 75,80331,Muenchen,kontakt.graf44@example.de,0174/4740902,228068,92,😀↪🕧Kunde erreicht Meldet sich,Vorgangsstatus,92|950|1572|406,1,801183,113,true,1,72,damage,Wildunfall,Kotflügel vorne links|Stoßstange vorne,schwer,teilkasko,laufend,"Lt. Kunde: Wildunfall, Tier ist weggelaufen. Schaden an Kotflügel vorne links, Bauteil durchgebrochen, ca. 40 cm.
Stoßstange vorne ebenfalls: großflächig deformiert.
TK deckt Glasschaden, SB 150 EUR.
Ersatzteil nur komplett lieferbar, Austausch statt Instandsetzung.
~~~~~~~~~~~~~
11.04.26 19:48 Annahme: Rückruf nicht erreicht, Mailbox
16.04.26 19:48 Lack: Fzg. in Halle, Zerlegung begonnen
23.04.26 19:48 Karosserie: Rechnung geschrieben"
834130,2026-03-23 17:39:53,2026-03-31 18:51:41,,true,,2026-03-30 16:51:41,,115998,136467,ZQB-A 7,ZZCE4XBRXY5666903,Skoda,Karoq,NU7,2023-03-10,45184,,1,Anja,Heinrich,An der Bleiche 131,50667,Koeln,aheinrich@example.net,0173 9088240,889291,495,👽⚡🛒Teil im Rückstand Fzg. teilrepariert beim Kunden,Vorgangsstatus,495|937|1149,0,,,false,1,50,damage,Parkschaden,Außenspiegel rechts,leicht,vollkasko,laufend,"Fzg. angeliefert, Parkschaden auf dem Parkplatz. Außenspiegel rechts Schrammen, ca. 10 cm.
Kunde bittet um Terminvorschlag. Hol- und Bringservice gewünscht.
VK mit SB 500 EUR, Freigabe abwarten.
Bitte Kalkulation erstellen."
844033,2026-05-16 08:24:13,2026-05-29 07:02:51,,false,2026-05-28 17:20:06,2026-05-26 15:02:51,2026-05-28 18:02:51,111888,138026,QQL-H 902,ZZGYT2PN1VN835192,Skoda,Scala,NW1,2025-09-25,18971,,,Georg,Wendt,Eichenweg 64,38100,Braunschweig,georg_wendt@example.com,+49 (0)175 6081145,772815,9,🏁 Abgeholt,Vorgangsstatus,9|926,1,969397,,false,1,48,service,Bremsen,,,,abgeschlossen,"Bremsen: Bremsbeläge vorne unter Mindeststärke.
Kunde meldet Vibration ab 120 km/h.
Kunde bittet um Kostenvoranschlag. Leihwagen nein, Kunde wartet.
Kunde ist informiert, meldet sich.
~~~~~~~~~~~~~
18.05.26 11:24 Teiledienst: Ersatzteil eingetroffen, Termin vereinbaren"
851332,2026-06-11 13:00:16,2026-06-12 17:00:16,,true,,,,119090,155236,ZQC-TH 1235,ZZEYSDE45W3708248,BMW,2er Active Tourer,U06,2025-05-03,31763,,,Thomas,Herrmann,Espenstrasse 43,04109,Leipzig,thomas.herrmann@example.de,0155 8318180,003111,44,📆✔Termin vereinbart,Vorgangsstatus,44|1563|602,1,237834,128,false,0,0,damage,Wildunfall,Stoßstange vorne links|Motorhaube,schwer,teilkasko,neu,"KD meldet telefonisch: Wildunfall auf der Landstraße. Stoßstange vorne links: Aufnahme abgerissen, ca. 5 cm.
Zusätzlich Motorhaube betroffen, großflächig deformiert.
Kunde bittet um KVA. Leihwagen nein, Kunde wartet.
TK vorhanden, SB 150 EUR."
877660,2026-06-11 09:14:23,2026-06-12 20:14:23,2026-06-11 13:04:33,false,,,,128208,153670,QQT-RV 71,ZZH7RVSK8TP767818,Audi,A3 Sportback,8Y,2018-01-06,128765,,3,Florian,Moser,Salbeiweg 72,30655,Hannover,fmoser@example.de,+49 159 5241844,593165,13,😢 Kunde nicht erschienen,Vorgangsstatus,13|956|1220|108,1,006247,121,false,1,38,damage,Wildunfall,Kotflügel vorne rechts|Stoßstange vorne links,leicht,teilkasko,storniert,"Kunde berichtet: Wildunfall, Tier ist weggelaufen. Schaden an Kotflügel vorne rechts, Druckstelle, ca. 5 cm.
Zusätzlich Stoßstange vorne links betroffen, Lackabrieb.
Kunde fragt nach Smart Repair.
Teilkasko läuft, SB laut Police 300 EUR.
~~~~~~~~~~~~~
12.06.26 14:14 Dispo: KV an Kunde verschickt"
857391,2026-01-11 15:32:24,2026-01-24 07:37:33,,false,2026-01-22 17:37:33,2026-01-16 07:27:09,2026-01-20 12:27:09,122480,145963,XQE-P 7536,ZZCB90LJ6TY560363,BMW,5er Limousine,G30,2013-10-13,222520,,,Katrin,Wendt,Eichenweg 21,70173,Stuttgart,kwendt@example.net,0172/5823098,372433,9,🏁 Abgeholt,Vorgangsstatus,9|394|998,1,887136,,false,2,94,service,Inspektion,,,,abgeschlossen,"BMW 5er Limousine, XQE-P 7536
Kunde bringt Fzg., Inspektion mit Pollenfilter und Bremsflüssigkeit.
Innenraumfilter riecht, mit tauschen.
Bitte anrufen wenn mehr anfällt als besprochen. Fzg. bleibt über Nacht da.
~~~~~~~~~~~~~
16.01.26 15:32 TS: KD informiert, Termin steht
22.01.26 19:32 SB: Teile besteltl, Nachricht an Dispo
30.01.26 21:32 Lack: Rückruf nicht erreicht, Mailbox"
892094,2026-04-19 17:14:11,2026-05-12 13:39:24,,true,,2026-05-11 08:39:24,,103423,130149,QQS-GL 30,ZZBA4TKP1TK820001,BMW,5er Limousine,G30,2025-09-17,23196,Kieswerk Vertrieb GmbH & Co. KG,,,,Fliederweg 115,80331,Muenchen,kontakt.reuter13@example.de,+49 177 9221296,871267,1291,Fahrzeug reinholen,Vorgangsstatus,1291|993|1083|51,1,620203,,true,1,74,damage,Steinschlag,Windschutzscheibe,mittel,selbstzahler,laufend,"Fzg. vorgefahren, Steinschlag vom Lkw vor dem Fzg. Windschutzscheibe: Einschlag außerhalb Sichtfeld, Harzreparatur angeboten.
Ersatzwagen geklärt, Klasse klein.
Kunde zahlt selbst, KVA vorab.
Nach Zerlegung nachkalkulieren.
~~~~~~~~~~~~~
24.04.26 20:14 Teiledienst: Teile bestellt, Nachricht an Dispo"
859101,2026-01-25 08:13:24,2026-02-08 22:11:08,,false,2026-02-07 12:11:08,2026-02-04 16:19:51,2026-02-06 20:19:51,116976,140270,XQB-X 8715,ZZE3HX0T3YH828600,Ford,Transit Custom,V362,2019-03-13,170824,,,Ulrike,Kern,Birkenweg 53,93047,Regensburg,ulrike.kern@example.net,0151/4626172,905252,121,abgerechnet ! Auftrag erledigt abgeschlossen,Vorgangsstatus,121|958|1081|1619|1042,2,299017|366006,109,false,0,0,damage,Auffahrunfall,Stoßstange hinten rechts|Kotflügel hinten links|Stoßstange hinten links,schwer,gesteuert,abgeschlossen,"Lt. Kunde: Auffahrunfall, Unfall am 20.01. Blech verzogen an Stoßstange hinten rechts, ca. 40 cm.
Weiterer Schaden Kotflügel hinten links, großflächig deformiert.
Zusätzlich Stoßstange hinten links betroffen, Aufnahme abgerissen.
Kunde bittet um KVA.
Schadensteuerer hat KVA in Prüfung.
Steuerung: Talblick Fleet.
~~~~~~~~~~~~~
26.01.26 12:13 Karosserie: Rechnung geschrieben
02.02.26 16:13 H. Sauer: Nachtrag: Kunde bittet um Verschiebung"
864060,2026-06-04 08:50:46,2026-06-04 19:50:46,,true,,,,117828,133661,XQD-T 507,ZZEH1UMC4YJ167283,Ford,Puma,J2K,2021-10-14,44998,,,Sebastian,Reuter,Weissdornweg 115,01067,Dresden,sebastian_reuter@example.de,0175 2449858,267533,27,✔️Termin bestätigt,Vorgangsstatus,27|239|476|498,1,928126,,false,2,122,service,Räder und Reifen,,,,neu,"Räder und Reifen: Reifen vorne abgefahren, Angebot erstellen.
Zusätzlich Klappern vorne rechts bei Bodenwellen.
Kunde wartet, bitte zügig. Fzg. bleibt über Nacht da.
Teile bestellt, Liefertermin offen."
844920,2026-07-26 16:56:29,2026-07-28 02:56:29,,true,,,,102058,154141,QZ-HH 3330,ZZFU5L9M1WS163712,Mercedes,GLC,X254,2016-05-24,137508,,3,Thomas,Reuter,Fliederweg 75,86150,Augsburg,thomas.reuter@example.org,+49 155 2982452,817872,27,✔️Termin bestätigt,Vorgangsstatus,27|993|1571|609,1,719487,,true,0,0,damage,Vandalismus,Außenspiegel rechts,leicht,selbstzahler,neu,"KD meldet telefonisch: Vandalismus, Verursacher unbekannt. An Außenspiegel rechts Kratzer im Klarlack (handtellergroß).
Kunde bittet um Rückruf bis Freitag. Fzg. bleibt über Nacht da.
Selbstzahler, keine Vers. im Spiel.
~~~~~~~~~~~~~
29.07.26 18:56 Dispo: Leihwagen reserviert"
862268,2026-05-01 10:35:47,2026-05-06 11:23:09,,true,2026-05-05 11:23:09,2026-05-02 14:19:55,2026-05-04 21:19:55,113679,146783,QQL-P 437,ZZDMGE4R8XN240786,Mercedes,E-Klasse,W213,2023-02-26,44925,,,Patrick,Gross,Ahornweg 113,41061,Moenchengladbach,,+49 162 4621140,291407,12,👍 Fertig zur Abholung,Vorgangsstatus,12|1308|1200,1,444511,,false,3,73,service,HU/AU,,,,fertig,"Kunde bringt Fzg., HU/AU fällig, bitte mit Vorabcheck.
Innenraumfilter riecht, mit tauschen.
Fzg. steht auf dem Hof."
887724,2026-06-03 10:35:37,2026-06-27 14:03:13,,false,2026-06-27 09:03:13,2026-06-25 17:25:28,2026-06-26 01:25:28,120269,144361,QQD-W 79,ZZJ999069S3955113,Skoda,Superb Combi,3V5,2026-07-10,9275,,2,Yvonne,Wendt,Malvenweg 64,97070,Wuerzburg,ywendt@example.com,+49 (0)178 0317112,265483,36,🏁🔜Abgeholt/Ausgeliefert - Folgetermin offen,Vorgangsstatus,36|182|648|1014|108,1,280077,,false,1,13,service,Bremsen,,,,abgeschlossen,"Bremsen: Bremsflüssigkeit fällig, Beläge messen.
Klimaanlage kühlt schlecht, bitte prüfen.
Leihwagen ja.
Ersatzteil im Rückstand, Kunde informiert.
~~~~~~~~~~~~~
08.06.26 15:35 Annahme: Fzg. gewaschen, abholbereit
09.06.26 17:35 TS: Kalkulation fertig, an Prüfer
10.06.26 20:35 SB: Endkontrolle offen"
822460,2026-02-27 10:20:19,2026-03-12 21:04:04,,true,,2026-03-12 14:04:04,,106408,136216,QZ-A 58,ZZEXDZE87R8586795,Skoda,Superb Combi,3V5,2013-07-08,308682,,,Diana,Jung,Espenstrasse 130,33098,Paderborn,,0173/4764519,085076,16,⚠️Warte auf Freigabe,Vorgangsstatus,16|397|610|996|501,1,326209,,false,3,143,service,Bremsen,,,,laufend,"Kunde berichtet: Bremsbeläge vorne unter Mindeststärke.
Innenraumfilter riecht, mit tauschen.
Kunde holt am Abend ab. Ersatzwagen geklärt, Klasse klein.
Ersatzteil im Rückstand, Kunde informiert.
~~~~~~~~~~~~~
01.03.26 13:20 TS: Nachtrag: Kunde bittet um Verschiebung"
881569,2026-03-13 12:30:23,2026-04-06 13:04:01,,true,,2026-04-05 11:04:01,,110128,146368,QX-KN 262,ZZAATXRU8YT737290,Skoda,Karoq,NU7,2014-02-15,99711,Talblick Vertrieb OHG,1,Yvonne,Brandt,Buchenallee 27,93047,Regensburg,yvonne_brandt@example.com,+49 151 9343517,344943,25,👇🚚 Holservice,Vorgangsstatus,25|952|1084,2,237007|589176,128,false,3,219,damage,Hagelschaden,Dach|Motorhaube,schwer,teilkasko,laufend,"Fzg. angeliefert, Hagelschaden, Fzg. stand im Freien. Dach übersät mit Dellen, Zählung Dellenkarte offen.
Hagelschlag flächig, Motorhaube mit zahlreichen Dellen.
Kunde möchte Fzg. bis Monatsende zurück.
TK deckt Glasschaden, SB 150 EUR.
Termin nach Teileeingang.
Versicherung: Altmuehl Versicherung, Schadennr. 36018381."
874957,2026-04-19 17:35:54,2026-04-29 20:09:20,,false,2026-04-28 16:09:20,2026-04-21 08:52:21,2026-04-26 13:52:21,105953,131249,ZQM-X 5512,ZZGBJPLP0VZ269308,Opel,Grandland,A18,2021-12-03,77236,,,Christian,Lehmann,Salbeiweg 106,63065,Offenbach am Main,,+49 179 5180126,664810,1422,Fahrzeug abgeholt (/kommt nochmal),Vorgangsstatus,1422|186,1,221378,,false,3,138,service,Ölwechsel,,,,abgeschlossen,"Ölwechsel: Ölservice fällig, Anzeige im Display.
Batterie schwach, Startprobleme morgens.
Kunde bittet um Kostenvoranschlag."
861417,2026-04-18 15:33:26,2026-04-26 11:03:25,,false,2026-04-26 07:03:25,2026-04-19 13:49:16,2026-04-24 17:49:16,128111,146108,XQL-TA 945,ZZG16DRA5SK817533,BMW,5er Limousine,G30,2025-05-16,29739,,,Georg,Berger,Kastanienallee 106,38100,Braunschweig,georg.berger88@example.net,+49 162 7413206,185277,41,🛑 Wartet auf Abholung durch Verwerter/Leasing/sonstige,Vorgangsstatus,41|1139|1086|1590|614|997|499,2,163315|016768,104,false,1,58,damage,Auffahrunfall,Motorhaube|Kotflügel hinten links|Kotflügel vorne links,mittel,haftpflicht_gegner,abgeschlossen,"BMW 5er Limousine, XQL-TA 945, km 29739
Fzg. angeliefert, Auffahrunfall, Kunde war selbst aufgefahren. Schaden an Motorhaube, Delle mit Lackschaden, ca. 10 cm.
Weiterer Schaden Kotflügel hinten links, Lack abgeplatzt.
Zusätzlich Kotflügel vorne links betroffen, Beule.
Kunde bittt um Rückruf bis Freitag.
Unfallgegner bekannt, Haftung dem Grunde nach unstrittig.
Bitte Kalkulation erstellen.
Versicherung: Talblick Versicherung, Schadennr. 49790919.
~~~~~~~~~~~~~
25.04.26 15:33 T. Herrmann: Nachtrag: Kunde bittet um Verschiebung
27.04.26 17:33 Dispo: Endkontrolle offen
05.05.26 17:33 SB: Kunde meldet sich wegen Termin"
851816,2026-01-17 13:16:17,2026-02-01 18:16:22,,true,2026-01-31 15:16:22,2026-01-29 10:13:50,2026-01-30 13:13:50,128624,132733,ZQ-T 9,ZZDAA6FK1XD076975,Skoda,Fabia,PJ,2014-10-20,107712,,,Jana,Vogt,Am Alten Sportplatz 87,85049,Ingolstadt,jvogt@example.com,0163 0560084,158829,38,👍 🔜Fertig zur Abholung mit Folgetermin,Vorgangsstatus,38|236|437,1,213443,,false,1,61,service,Bremsen,,,,fertig,"Bremsen: Bremsflüssigkeit fällig, Beläge messen.
Kunde meldet Geräusch beim Lenken.
Kunde wünscht Kostenrahmen vorab. Fzg. bleibt über Nacht da."
839846,2026-01-25 15:47:21,2026-01-27 05:47:21,,true,,,,116356,157472,QQT-M 8204,ZZF49F374YR448018,Mercedes,C-Klasse T-Modell,S206,2016-06-14,208088,,1,Elke,Ritter,An der Bleiche 72,55116,Mainz,eritter@example.com,0179/8762335,299378,28,❓Termin unsicher,Vorgangsstatus,28|1308,1,705305,,false,1,75,service,Inspektion,,,,neu,"Lt. Kunde: Inspektion mit Pollenfilter und Bremsflüssigkeit.
Klimaanlage kühlt schlecht, bitte prüfen.
Kunde wartet, bitte zügig."
839492,2026-01-06 12:40:51,2026-01-18 09:41:37,,false,2026-01-17 13:41:37,2026-01-10 10:17:10,2026-01-14 12:17:10,111826,147430,XQB-N 41,ZZDGSLME0WE552449,Ford,Kuga,CX482,2014-04-11,272276,,,Laura,Ritter,Salbeiweg 101,48143,Muenster,laura.ritter88@example.net,+49 (0)174 9179541,544962,41,🛑 Wartet auf Abholung durch Verwerter/Leasing/sonstige,Vorgangsstatus,41|242|476|1147,2,333201|765646,,false,2,101,service,HU/AU,,,,abgeschlossen,"Kunde bringt Fzg., HU überfällig seit letztem Monat.
Rückruf erwünscht bevor zusätzliche Arbeiten. Leihwagen ja.
Bitte Wiedervorlage in einer Woche.
~~~~~~~~~~~~~
10.01.26 16:40 Lack: Teile bestellt, Nachricht an Dispo
13.01.26 19:40 Lack: Fzg. in Halle, Zerlegung begonnen
21.01.26 22:40 SB: Rechnung geschrieben"
858677,2026-03-05 16:44:18,2026-03-26 20:45:40,,true,,2026-03-26 07:45:40,,107377,154962,ZQB-NW 118,ZZC9HJ4E5V2440228,VW,Touran,5T,2017-06-12,112489,Lindenhof Service OHG,2,Lars,Winkler,Pappelallee 53,12587,Berlin,,+49 173 8463139,383450,157,🛒MECHANIK Teile vorab bestellen!,Vorgangsstatus,157|796,3,446419|983414|963400,,false,3,151,service,Ölwechsel,,,,laufend,"Ölwechsel: Ölservice fällig, Anzeige im Display.
Servicerückstellung nicht erfolgt, bitte mitmachen.
Bitte anrufen wenn mehr anfällt als besprochen.
~~~~~~~~~~~~~
07.03.26 16:44 S. Sauer: Fzg. in Halle, Zerlegung begonnen
14.03.26 16:44 S. Sauer: Kalkulation fertig, an Prüfer
18.03.26 18:44 TS: Endkontrolle offen"
864888,2026-04-07 07:01:02,2026-04-08 22:01:02,,true,,,,129477,157508,QQB-H 350,ZZG7E75F2V0544826,VW,Tiguan,5N,2020-02-18,154917,,2,Ralf,Engel,Ahornweg 64,40213,Duesseldorf,ralf.engel79@example.com,+49 173 8776014,203356,28,❓Termin unsicher,Vorgangsstatus,28|937|1571|434,1,349958,101,false,1,77,damage,Hagelschaden,Heckklappe|Dach,mittel,teilkasko,neu,"VW Tiguan, QQB-H 350
KD meldet telefonisch: Hagelschaden, mehrere Fzg. aus dem Ort betroffen. Hagelschlag flächig, Heckklappe mit zahlreichen Dellen.
Dach übersät mit Dellen, Zählung Dellenkarte offen.
Kunde bittet um Terminvorschlag. Leihwagen ja, Hol- und Bringservice ja.
Teilkasko, SB 150 EUR, KVA an Vers.
Termin nach Teileeingang.
Versicherung: Nordstern Direkt, Schadennr. 11715479."
884196,2026-02-02 12:52:33,2026-02-11 22:56:47,,true,2026-02-11 08:56:47,2026-02-05 14:26:30,2026-02-08 21:26:30,128249,131916,ZQD-HG 717,ZZBFYXTD3RF025233,Seat,Ibiza,KJ1,2015-01-03,95373,,3,Nadine,Horn,Am Muehlbach 134,48143,Muenster,nadine_horn@example.org,+49 (0)174 2812090,151200,38,👍 🔜Fertig zur Abholung mit Folgetermin,Vorgangsstatus,38|186|110,3,635332|606122|426644,,false,4,181,service,Bremsen,,,,fertig,"Seat Ibiza, ZQD-HG 717
Kunde bringt Fzg., Bremsflüssigkeit fällig, Beläge messen.
Kontrollleuchte Reifendruck ist an.
Kunde bittet um Kostenvoranschlag.
Fotos liegen im Vorgang."
833827,2026-07-12 17:57:41,2026-07-20 11:03:05,,true,,2026-07-20 09:03:05,,106214,147932,QQW-U 7318,ZZDM8DTE2RF282230,Skoda,Octavia Combi,NX5,2024-12-15,29370,,3,Susanne,Lorenz,Feldblumenweg 77,28203,Bremen,,+49 176 9388950,673355,37,🔜Neuer Folgetermin,Vorgangsstatus,37|182|489|1266,1,441623,,false,2,35,service,Inspektion,,,,laufend,"KD meldet telefonisch: Inspektion fällig, Kdune wünscht Kostenrahmen vorab.
Kontrollleuchte Reifendruck ist an.
Rückruf erwünscht bevor zusätzliche Arbeiten. Abholung durch Kunde am Nachmittag."
859115,2026-07-25 10:43:08,2026-07-29 01:59:02,,true,,2026-07-27 10:59:02,,103138,150394,XQS-F 59,ZZH3YX8X7WG961213,Mercedes,Vito,W447,2023-05-26,69701,Buchenkamp Fuhrpark GmbH,1,,,Bruehlstrasse 109,06108,Halle (Saale),kontakt.kaiser@example.com,0157/9413167,754674,495,👽⚡🛒Teil im Rückstand Fzg. teilrepariert beim Kunden,Vorgangsstatus,495|957|1083|1590|101,1,187263,109,false,3,119,damage,Parkschaden,Kotflügel vorne rechts|Stoßstange vorne,mittel,haftpflicht_gegner,laufend,"Mercedes Vito, XQS-F 59, km 69701
Bei der Annahme festgestellt: Parkschaden, kein Zettel hinterlassen. Kotflügel vorne rechts Halterung gebrochen, handtellergroß.
Weiterer Schaden Stoßstange vorne, Kunststoff eingedrückt.
Gegnerische Haftpflicht reguliert, Haftung anerkannt.
Bitte Wiedervorlage in einer Woche.
Versicherung: Kiesbach Assekuranz, Schadennr. 20562202.
~~~~~~~~~~~~~
02.08.26 11:43 M. Sauer: Nachtrag: Kunde bittet um Verschiebung
04.08.26 16:43 Servicebüro: Rechnung geschrieben
10.08.26 16:43 Servicebüro: Fzg. in Halle, Zerlegung begonnen"
864985,2026-05-23 09:34:35,2026-06-07 03:52:12,,false,2026-06-06 16:52:12,2026-05-31 09:57:24,2026-06-03 12:57:24,108166,155702,QQT-SY 863,ZZE58GDM5TE188640,VW,Tiguan,5N,2020-09-26,130672,Rheinpfad Bau AG,,Katrin,Wendt,Ginsterweg 102,90402,Nuernberg,katrin.wendt@example.de,+49 162 2430345,615937,9,🏁 Abgeholt,Vorgangsstatus,9|1139|1151|437,0,,,false,1,71,damage,Hagelschaden,Heckklappe|Dach,mittel,teilkasko,abgeschlossen,"Kunde berichtet: Hagelschaden vom Unwetter am 15.05. Heckklappe übersät mit Dellen, Zählung Dellenkarte offen.
Dach mit mehreren Dellen aus Hagelschlag.
Kunde möchte Fzg. bis Monatsende zurück. Ersatzwagen geklärt, Klasse klein.
Teilkasko, SB 150 EUR, KVA an Vers.
Versicherung: Weidenhof Sach, Schadennr. 15839957.
~~~~~~~~~~~~~
30.05.26 14:34 SB: KV an Kunde verschickt
05.06.26 17:34 Lack: Leihwagen reserviert"
859595,2026-06-28 11:15:51,2026-07-10 14:38:47,,true,,2026-07-09 16:38:47,,115684,149143,QQE-X 7137,ZZBDSM4G0SH104353,Skoda,Octavia Combi,NX5,2020-10-10,100927,,,Claudia,Albrecht,Quittenweg 25,12587,Berlin,,+49 163 8247604,791303,26,👆🚚 Bringservice,Vorgangsstatus,26|947|1586,2,352865|850176,113,false,2,58,damage,Hagelschaden,Heckklappe|Motorhaube|Dach,leicht,teilkasko,laufend,"Bei der Annahme festgestellt: Hagelschaden, Schaden erst später bemerkt. Hagel: Heckklappe betroffen, Lack laut Sichtprüfung intakt.
Motorhaube mit mehreren Dellen aus Hagelschlag.
Hagelschlag flächig, Dach mit zahlreichen Dellen.
Kunde bittet um KVA.
Teilkasko läuft, SB laut Police 300 EUR.
Fzg. steht auf dem Hof.
~~~~~~~~~~~~~
05.07.26 11:15 Servicebüro: Leihwagen reserviert
06.07.26 14:15 D. Brandt: Teile bestellt, Nachricht an Dispo
14.07.26 14:15 Annahme: Kalkulation fertig, an Prüfer"
